District,Area,Street,Postal Code,Address,Latitude,Longitude,Other
Abuja (Capital),Maitama,Challawa Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Challawa Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Cuito Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Cuito Street",9.0903519,7.4961823,"Cuito Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Komoe Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Komoe Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Lake Cha Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Lake Cha Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Limropo Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Limropo Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Madeira Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Madeira Street",9.0848756,7.4873776,"Madeira Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Ngadda Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Ngadda Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Nue Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Nue Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Ofiki Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Ofiki Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Ona Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Ona Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Onega Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Onega Street",9.0835808,7.4954728,"Onega Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Ontario Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Ontario Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Onwul Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Onwul Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Orange Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Orange Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Osse Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Osse Street",9.0827472,7.4975435,"Osse Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Punji Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Punji Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Rio Gaia Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Rio Gaia Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Rudolf Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Rudolf Street",9.0871878,7.4967316,"Rudolf Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Sambreiro Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Sambreiro Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Tana Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Tana Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Taraba Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Taraba Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Usuma Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Usuma Street",9.0764421,7.5007687,"Usuma Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Volta Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Volta Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Wuye Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Wuye Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Yapa Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Yapa Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Zaire Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Zaire Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Zambezi Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Zambezi Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Zamfara Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Zamfara Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Aguyi Ironsi Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Aguyi Ironsi Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Alvan Ikoko Way,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Alvan Ikoko Way",9.0761785,7.4990901,
Abuja (Capital),Maitama,Amazon Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Amazon Street",9.098845,7.4843576,"Amazon Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Batanji Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Batanji Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Danube Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Danube Street",9.1021536,7.496654,"Danube Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Dep. Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Dep. Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Erie Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Erie Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Euphrates Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Euphrates Street",9.0928119,7.4769181,"Euphrates Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900288, Nigeria"
Abuja (Capital),Maitama,Gana Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Gana Street",9.0824502,7.4996019,"Gana Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Ganges Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Ganges Street",9.1031852,7.4860936,"Ganges Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Ibrahim Babangida Way,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Ibrahim Babangida Way",9.0791898,7.4864554,"Ibrahim Babangida Way, Wuse II, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Inner Northern Express Way,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Inner Northern Express Way",9.0761785,7.4990901,
Abuja (Capital),Maitama,Katsina Ala Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Katsina Ala Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Kunene Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Kunene Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Lena Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Lena Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Mississippi Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Mississippi Street",9.0919144,7.484961,"Mississippi Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Murtala Mohd (N) Way,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Murtala Mohd (N) Way",9.0761785,7.4990901,
Abuja (Capital),Maitama,Nile Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Nile Street",9.0930557,7.4844879,"Nile Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Nnamdi Azikwe Way,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Nnamdi Azikwe Way",9.0761785,7.4990901,
Abuja (Capital),Maitama,North Transit Way,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, North Transit Way",9.0761785,7.4990901,
Abuja (Capital),Maitama,Orinaco Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Orinaco Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Osun Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Osun Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Panama Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Panama Street",9.1081544,7.4828985,"Panama Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Rhine Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Rhine Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Rima Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Rima Street",9.0981906,7.4959369,"Rima Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Ruwana Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Ruwana Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Sangha Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Sangha Street",9.0916277,7.4878185,"Sangha Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Shasha Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Shasha Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Shehu Shagari (N) Way,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Shehu Shagari (N) Way",9.0761785,7.4990901,
Abuja (Capital),Maitama,Shehu Yaradua Way,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Shehu Yaradua Way",9.0761785,7.4990901,
Abuja (Capital),Maitama,Tanganyika Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Tanganyika Street",9.0952576,7.4990866,"Tanganyika Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Maitama,Tennesse Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Tennesse Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Tubo Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Tubo Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Uruguay Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Uruguay Street",9.0873448,7.4764892,"Uruguay Street, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900288, Nigeria"
Abuja (Capital),Maitama,Vaal Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Vaal Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Vananern Cresent,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Vananern Cresent",9.0761785,7.4990901,
Abuja (Capital),Maitama,Vattern Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Vattern Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Volga Street,900271.0,"Federal Capital Territory, Abuja (Capital), Maitama, Volga Street",9.0761785,7.4990901,
Abuja (Capital),Maitama,Alvan Ikoku Way,900221.0,"Federal Capital Territory, Abuja (Capital), Maitama, Alvan Ikoku Way",,,
Abuja (Capital),Three Arms Zone,Alvan Ikoku Way,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Alvan Ikoku Way",,,
Abuja (Capital),Three Arms Zone,Asokoro Ave.,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Asokoro Ave.",,,
Abuja (Capital),Three Arms Zone,Inner Northern Express Way,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Inner Northern Express Way",,,
Abuja (Capital),Three Arms Zone,"Maitama Ave., Mississippi Street",900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Maitama Ave., Mississippi Street",,,
Abuja (Capital),Three Arms Zone,Murtala Mohammed Exp (N) Way,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Murtala Mohammed Exp (N) Way",,,
Abuja (Capital),Three Arms Zone,Outhern Northern Express Way,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Outhern Northern Express Way",,,
Abuja (Capital),Three Arms Zone,Shehu Shagari (S) Way,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Shehu Shagari (S) Way",,,
Abuja (Capital),Three Arms Zone,Thames Street,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Thames Street",,,
Abuja (Capital),Three Arms Zone,Tigris Cresent,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Tigris Cresent",,,
Abuja (Capital),Three Arms Zone,Yedsebam Street,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Yedsebam Street",,,
Abuja (Capital),Three Arms Zone,Zambezi Cresent,900221.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Zambezi Cresent",,,
Abuja (Capital),Three Arms Zone,Adetokunbo Ademola Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Three Arms Zone, Adetokunbo Ademola Cresent",,,
Abuja (Capital),Wuse II,Adetokunbo Ademola Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Adetokunbo Ademola Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Agadez Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Agadez Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Ahmadu Bello Way,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Ahmadu Bello Way",9.0834897,7.4625056,"Ahmadu Bello Way, Mabushi, Abuja, Municipal Area Council, Federal Capital Territory, 904101, Nigeria"
Abuja (Capital),Wuse II,Alex Sandra Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Alex Sandra Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Aminu Kano Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Aminu Kano Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Baguy Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Baguy Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Bajul Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Bajul Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Bantyle Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Bantyle Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Barosalem Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Barosalem Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Beira Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Beira Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Buchanan Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Buchanan Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Bujmburra Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Bujmburra Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Cassabulanka Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Cassabulanka Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Durban Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Durban Street",9.0700842,7.4835657,"Durban Street, Wuse II, Abuja, Municipal Area Council, Federal Capital Territory, 900281, Nigeria"
Abuja (Capital),Wuse II,Fez Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Fez Street",9.0824708,7.4788914,"Fez Street, Wuse II, Abuja, Municipal Area Council, Federal Capital Territory, 900288, Nigeria"
Abuja (Capital),Wuse II,Freetown Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Freetown Street",9.0749764,7.4869369,"Freetown Street, Wuse II, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Wuse II,Herbert Macualay Way,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Herbert Macualay Way",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Hombari Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Hombari Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Ibrahim Babangida Way,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Ibrahim Babangida Way",9.0790613,7.4865043,"Ibrahim Babangida Way, Wuse II, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
Abuja (Capital),Wuse II,Kampala Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Kampala Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Kumasi Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Kumasi Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Libravile Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Libravile Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Lingu Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Lingu Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Lubito Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Lubito Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Madona Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Madona Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Marakeshi Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Marakeshi Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Metel Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Metel Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Moronvia Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Moronvia Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Moshi Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Moshi Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Nairobi Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Nairobi Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Northern Park Way,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Northern Park Way",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Ojibuti Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Ojibuti Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Outher Northern Transit Way,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Outher Northern Transit Way",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Partomuro Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Partomuro Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Sani Abacha Way,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Sani Abacha Way",9.0656259,7.4880999,"Sani Abacha Way, Wuse II, Abuja, Municipal Area Council, Federal Capital Territory, 223140, Nigeria"
Abuja (Capital),Wuse II,Sekondi Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Sekondi Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Sir Kasim Ibrahim Way,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Sir Kasim Ibrahim Way",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Sultan Abubakar Street,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Sultan Abubakar Street",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Tarkwa Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Tarkwa Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Wanda Cresent,900288.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Wanda Cresent",9.0834897,7.4625056,
Abuja (Capital),Wuse II,Arugha Cresent,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse II, Arugha Cresent",,,
Abuja (Capital),Wuse Zone 1,Arugha Cresent,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Arugha Cresent",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Bulao Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Bulao Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Choma Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Choma Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Delta Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Delta Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Garowa Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Garowa Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Gondet Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Gondet Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Harper Cresent,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Harper Cresent",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Humanbo Cresent,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Humanbo Cresent",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Kaolack Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Kaolack Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Kayes Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Kayes Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Kigali Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Kigali Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Massana Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Massana Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Nouachchott Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Nouachchott Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Oran Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Oran Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Sultan Abubakar Way,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Sultan Abubakar Way",9.0602109,7.4666314,"Sultan Abubakar Way, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900281, Nigeria"
Abuja (Capital),Wuse Zone 1,Sunyani Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Sunyani Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Umme Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Umme Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Yanorach Street,900281.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Yanorach Street",9.0602109,7.4666314,
Abuja (Capital),Wuse Zone 1,Angola Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 1, Angola Street",,,
Abuja (Capital),Wuse Zone 2,Angola Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Angola Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Bechar Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Bechar Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Burundi Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Burundi Street",9.062512,7.4662077,"Burundi Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 2,Faranmi Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Faranmi Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Gabes Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Gabes Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Gaborone Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Gaborone Street",9.0588037,7.4630951,"Gaborone Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 2,Kisiamu Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Kisiamu Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Khartoum Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Khartoum Street",9.0631099,7.464928,"Khartoum Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 2,Koforidua Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Koforidua Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Korhogo Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Korhogo Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Kribi Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Kribi Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Kumba Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Kumba Street",9.0603588,7.460507,"Kumba Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 2,Lavumisa Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Lavumisa Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Mambolo Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Mambolo Street",9.0588022,7.4623764,"Mambolo Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 2,Michael Okpara Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Michael Okpara Street",9.0590244,7.4580568,"Michael Okpara Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 2,Naimey Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Naimey Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Quagadougou Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Quagadougou Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Senanga Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Senanga Street",9.0619535,7.4627115,"Senanga Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 2,Sultan Abubakar Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Sultan Abubakar Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Tourggourt Street,900282.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Tourggourt Street",9.062512,7.4662077,
Abuja (Capital),Wuse Zone 2,Abidjam Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 2, Abidjam Street",,,
