District,Area,Street,Postal Code,Address,Latitude,Longitude,Other
Abuja (Capital),Wuse Zone 3,Abidjam Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Abidjam Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Al Fayyan Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Al Fayyan Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Algeria Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Algeria Street",9.0630739,7.4732029,"Algeria Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900281, Nigeria"
Abuja (Capital),Wuse Zone 3,Aswan Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Aswan Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Bamenda Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Bamenda Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Casamank Cresent,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Casamank Cresent",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Conakry Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Conakry Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Diourbell Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Diourbell Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Herbert Marcaulay Way,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Herbert Marcaulay Way",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Lubumbrasiru Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Lubumbrasiru Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Lukulu Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Lukulu Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Maputo Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Maputo Street",9.0612084,7.4693575,"Maputo Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900281, Nigeria"
Abuja (Capital),Wuse Zone 3,Matadi Cresent,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Matadi Cresent",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Mosadishu Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Mosadishu Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Nampola Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Nampola Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Ndande Cresent,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Ndande Cresent",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Olusegun Obasanjo Way,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Olusegun Obasanjo Way",9.0547055,7.4651193,"Olusegun Obasanjo Way, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900104, Nigeria"
Abuja (Capital),Wuse Zone 3,Safar Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Safar Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Sultan Abukakar Way,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Sultan Abukakar Way",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Yele Street,900283.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Yele Street",9.0630739,7.4732029,
Abuja (Capital),Wuse Zone 3,Addis Ababa Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 3, Addis Ababa Street",,,
Abuja (Capital),Wuse Zone 4,Addis Ababa Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Addis Ababa Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Bencrat Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Bencrat Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Constantins Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Constantins Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Farnah Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Farnah Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Herbert Macaulay (N) Way,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Herbert Macaulay (N) Way",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Hontserrado Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Hontserrado Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Ibrahim Babangida Way,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Ibrahim Babangida Way",9.0659815,7.4745264,"Ibrahim Babangida Way, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900281, Nigeria"
Abuja (Capital),Wuse Zone 4,Kainiji Cresent,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Kainiji Cresent",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Kasim Ibrahim Way,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Kasim Ibrahim Way",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Ladi Kwali Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Ladi Kwali Street",9.0643175,7.4812858,"Ladi Kwali Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900281, Nigeria"
Abuja (Capital),Wuse Zone 4,Manzani Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Manzani Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Mexnes Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Mexnes Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Mogadehu Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Mogadehu Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Portsad Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Portsad Street",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Safi Street,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Safi Street",9.0673452,7.4712945,"Safi Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900281, Nigeria"
Abuja (Capital),Wuse Zone 4,Zuez Cresent,900284.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Zuez Cresent",9.0659815,7.4745264,
Abuja (Capital),Wuse Zone 4,Accra Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 4, Accra Street",9.063811,7.462961,"Accra Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Accra Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Accra Street",9.063811,7.462961,"Accra Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Algiers Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Algiers Street",9.0637202,7.4590691,"Algiers Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Atarare Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Atarare Street",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Burundi Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Burundi Street",9.062512,7.4662077,"Burundi Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Cabanda Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Cabanda Street",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Dalaba Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Dalaba Street",9.0639276,7.4580356,"Dalaba Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Damathur Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Damathur Street",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Dambia Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Dambia Street",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Doula Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Doula Street",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Hargeysa Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Hargeysa Street",9.0636971,7.4649383,"Hargeysa Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Herbert Macualay Way,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Herbert Macualay Way",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Khartoum Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Khartoum Street",9.0631099,7.464928,"Khartoum Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Michael Okpara Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Michael Okpara Street",9.0590244,7.4580568,"Michael Okpara Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Mousassa Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Mousassa Street",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Nnamdi Azikiwe Way,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Nnamdi Azikiwe Way",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Senanga Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Senanga Street",9.0619535,7.4627115,"Senanga Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 5,Sokode Cresent,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Sokode Cresent",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Sultan Abubakar Way,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Sultan Abubakar Way",9.0602109,7.4666314,"Sultan Abubakar Way, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900281, Nigeria"
Abuja (Capital),Wuse Zone 5,Winneba Street,900285.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Winneba Street",9.063811,7.462961,
Abuja (Capital),Wuse Zone 5,Abuja Parks Way,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 5, Abuja Parks Way",,,
Abuja (Capital),Wuse Zone 6,Abuja Parks Way,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Abuja Parks Way",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Angola Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Angola Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Asamafa Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Asamafa Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Berbera Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Berbera Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Beyla Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Beyla Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Bouake Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Bouake Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Coronour Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Coronour Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Dire-Dawa Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Dire-Dawa Street",9.0699024,7.4584241,"Dire-Dawa Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 6,Dodama Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Dodama Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Harere Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Harere Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Herbert Macualay Way,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Herbert Macualay Way",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Jimma Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Jimma Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Kasim Ibrahim Way,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Kasim Ibrahim Way",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Kelemie Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Kelemie Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Kinshasha Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Kinshasha Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Magenta Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Magenta Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Makeni Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Makeni Street",9.0703035,7.4611303,"Makeni Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 6,Massru Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Massru Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Mbabane Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Mbabane Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Nnamdi Azikiwa Exwy,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Nnamdi Azikiwa Exwy",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Rabat Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Rabat Street",9.068594,7.4577256,"Rabat Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 6,Sudan Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Sudan Street",9.0700897,7.4558198,"Sudan Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 6,Tanga Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Tanga Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Tema Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Tema Street",9.0703561,7.4575393,"Tema Street, Wuse, Abuja, Municipal Area Council, Federal Capital Territory, 900285, Nigeria"
Abuja (Capital),Wuse Zone 6,Timbukku Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Timbukku Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Yaounde Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Yaounde Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Yunis Street,900286.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Yunis Street",9.0699024,7.4584241,
Abuja (Capital),Wuse Zone 6,Bamako Cresent,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 6, Bamako Cresent",,,
Abuja (Capital),Wuse Zone 7,Bamako Cresent,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Bamako Cresent",,,
Abuja (Capital),Wuse Zone 7,Bambari Cresent,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Bambari Cresent",,,
Abuja (Capital),Wuse Zone 7,Choma Street,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Choma Street",,,
Abuja (Capital),Wuse Zone 7,Huambo Cresent,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Huambo Cresent",,,
Abuja (Capital),Wuse Zone 7,Hamper Cresent,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Hamper Cresent",,,
Abuja (Capital),Wuse Zone 7,Lome Cresent,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Lome Cresent",,,
Abuja (Capital),Wuse Zone 7,Nigoma Street,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Nigoma Street",,,
Abuja (Capital),Wuse Zone 7,Nouahcholt Street,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Nouahcholt Street",,,
Abuja (Capital),Wuse Zone 7,Olusegun Obasanjo Way,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Olusegun Obasanjo Way",,,
Abuja (Capital),Wuse Zone 7,Sirasso Cresent,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Sirasso Cresent",,,
Abuja (Capital),Wuse Zone 7,Sunyani Street,900287.0,"Federal Capital Territory, Abuja (Capital), Wuse Zone 7, Sunyani Street",,,
Kwali,Ashara,2 Tudu,904108.0,"Federal Capital Territory, Kwali, Ashara, 2 Tudu",,,
Kwali,Ashara,Ahuwye,904108.0,"Federal Capital Territory, Kwali, Ashara, Ahuwye",,,
Kwali,Ashara,Akapo,904108.0,"Federal Capital Territory, Kwali, Ashara, Akapo",,,
Kwali,Ashara,Angun Tunga,904108.0,"Federal Capital Territory, Kwali, Ashara, Angun Tunga",,,
Kwali,Ashara,Angun Wakili,904108.0,"Federal Capital Territory, Kwali, Ashara, Angun Wakili",,,
Kwali,Ashara,Angun Woji Woji,904108.0,"Federal Capital Territory, Kwali, Ashara, Angun Woji Woji",,,
Kwali,Ashara,Ashara,904108.0,"Federal Capital Territory, Kwali, Ashara, Ashara",,,
Kwali,Ashara,Bassoni,904108.0,"Federal Capital Territory, Kwali, Ashara, Bassoni",,,
Kwali,Ashara,Bodolo,904108.0,"Federal Capital Territory, Kwali, Ashara, Bodolo",,,
Kwali,Ashara,Chekanci,904108.0,"Federal Capital Territory, Kwali, Ashara, Chekanci",,,
Kwali,Ashara,Daganaruwa Bassa,904108.0,"Federal Capital Territory, Kwali, Ashara, Daganaruwa Bassa",,,
Kwali,Ashara,Damakusa Gwari,904108.0,"Federal Capital Territory, Kwali, Ashara, Damakusa Gwari",,,
Kwali,Ashara,Daniwayo,904108.0,"Federal Capital Territory, Kwali, Ashara, Daniwayo",,,
Kwali,Ashara,Eke,904108.0,"Federal Capital Territory, Kwali, Ashara, Eke",,,
Kwali,Ashara,Gomani,904108.0,"Federal Capital Territory, Kwali, Ashara, Gomani",,,
Kwali,Ashara,Gorgbe,904108.0,"Federal Capital Territory, Kwali, Ashara, Gorgbe",,,
Kwali,Ashara,Gulo,904108.0,"Federal Capital Territory, Kwali, Ashara, Gulo",,,
Kwali,Ashara,Gwaji,904108.0,"Federal Capital Territory, Kwali, Ashara, Gwaji",,,
Kwali,Ashara,Gwan auta,904108.0,"Federal Capital Territory, Kwali, Ashara, Gwan auta",,,
Kwali,Ashara,Huton,904108.0,"Federal Capital Territory, Kwali, Ashara, Huton",,,
Kwali,Ashara,Janruwa,904108.0,"Federal Capital Territory, Kwali, Ashara, Janruwa",,,
Kwali,Ashara,Kona Mada,904108.0,"Federal Capital Territory, Kwali, Ashara, Kona Mada",,,
Kwali,Ashara,Kpessili,904108.0,"Federal Capital Territory, Kwali, Ashara, Kpessili",,,
Kwali,Ashara,Kukka,904108.0,"Federal Capital Territory, Kwali, Ashara, Kukka",,,
Kwali,Ashara,Kukka Bushe,904108.0,"Federal Capital Territory, Kwali, Ashara, Kukka Bushe",,,
Kwali,Ashara,Kundu Lele,904108.0,"Federal Capital Territory, Kwali, Ashara, Kundu Lele",,,
Kwali,Ashara,Kunguni,904108.0,"Federal Capital Territory, Kwali, Ashara, Kunguni",,,
Kwali,Ashara,Maikwari,904108.0,"Federal Capital Territory, Kwali, Ashara, Maikwari",,,
Kwali,Ashara,Mumun,904108.0,"Federal Capital Territory, Kwali, Ashara, Mumun",,,
Kwali,Ashara,Nboni,904108.0,"Federal Capital Territory, Kwali, Ashara, Nboni",,,
Kwali,Ashara,Nzakpara,904108.0,"Federal Capital Territory, Kwali, Ashara, Nzakpara",,,
Kwali,Ashara,Padama,904108.0,"Federal Capital Territory, Kwali, Ashara, Padama",,,
Kwali,Ashara,Puka,904108.0,"Federal Capital Territory, Kwali, Ashara, Puka",,,
Kwali,Ashara,Pukafa,904108.0,"Federal Capital Territory, Kwali, Ashara, Pukafa",,,
Kwali,Ashara,Rarra,904108.0,"Federal Capital Territory, Kwali, Ashara, Rarra",,,
Kwali,Ashara,Riwaza,904108.0,"Federal Capital Territory, Kwali, Ashara, Riwaza",,,
Kwali,Ashara,Sabo Gari Gurara,904108.0,"Federal Capital Territory, Kwali, Ashara, Sabo Gari Gurara",,,
Kwali,Ashara,Sadaba,904108.0,"Federal Capital Territory, Kwali, Ashara, Sadaba",,,
Kwali,Ashara,Sharra,904108.0,"Federal Capital Territory, Kwali, Ashara, Sharra",,,
Kwali,Ashara,T. Sarki,904108.0,"Federal Capital Territory, Kwali, Ashara, T. Sarki",,,
Kwali,Ashara,Takuro Mallan,904108.0,"Federal Capital Territory, Kwali, Ashara, Takuro Mallan",,,
Kwali,Ashara,Tekpesse,904108.0,"Federal Capital Territory, Kwali, Ashara, Tekpesse",,,
Kwali,Ashara,Tudu Wada Mangu,904108.0,"Federal Capital Territory, Kwali, Ashara, Tudu Wada Mangu",,,
Kwali,Ashara,Azaya,904102.0,"Federal Capital Territory, Kwali, Ashara, Azaya",,,
Kwali,Dafa,Azaya,904102.0,"Federal Capital Territory, Kwali, Dafa, Azaya",,,
Kwali,Dafa,Dafa,904102.0,"Federal Capital Territory, Kwali, Dafa, Dafa",,,
Kwali,Dafa,Dafa SaboDaji,904102.0,"Federal Capital Territory, Kwali, Dafa, Dafa SaboDaji",,,
Kwali,Dafa,Galo,904102.0,"Federal Capital Territory, Kwali, Dafa, Galo",,,
Kwali,Dafa,Gugwa,904102.0,"Federal Capital Territory, Kwali, Dafa, Gugwa",,,
Kwali,Dafa,Kangon Adamu,904102.0,"Federal Capital Territory, Kwali, Dafa, Kangon Adamu",,,
Kwali,Dafa,Kpewuye,904102.0,"Federal Capital Territory, Kwali, Dafa, Kpewuye",,,
Kwali,Dafa,Kye,904102.0,"Federal Capital Territory, Kwali, Dafa, Kye",,,
Kwali,Dafa,Puka,904102.0,"Federal Capital Territory, Kwali, Dafa, Puka",,,
Kwali,Dafa,Tungan Galadima,904102.0,"Federal Capital Territory, Kwali, Dafa, Tungan Galadima",,,
Kwali,Dafa,Tungan Gani,904102.0,"Federal Capital Territory, Kwali, Dafa, Tungan Gani",,,
Kwali,Dafa,Tungan Guli,904102.0,"Federal Capital Territory, Kwali, Dafa, Tungan Guli",,,
Kwali,Dafa,Tungan Tofa,904102.0,"Federal Capital Territory, Kwali, Dafa, Tungan Tofa",,,
Kwali,Dafa,Anini,904107.0,"Federal Capital Territory, Kwali, Dafa, Anini",,,
Kwali,Gumbo,Anini,904107.0,"Federal Capital Territory, Kwali, Gumbo, Anini",,,
Kwali,Gumbo,Elle,904107.0,"Federal Capital Territory, Kwali, Gumbo, Elle",,,
Kwali,Gumbo,Gidan Duniya,904107.0,"Federal Capital Territory, Kwali, Gumbo, Gidan Duniya",,,
Kwali,Gumbo,Gidan Makaniki,904107.0,"Federal Capital Territory, Kwali, Gumbo, Gidan Makaniki",,,
Kwali,Gumbo,Gumbo,904107.0,"Federal Capital Territory, Kwali, Gumbo, Gumbo",,,
Kwali,Gumbo,Kamadi,904107.0,"Federal Capital Territory, Kwali, Gumbo, Kamadi",,,
Kwali,Gumbo,Kwaita Hausa,904107.0,"Federal Capital Territory, Kwali, Gumbo, Kwaita Hausa",,,
Kwali,Gumbo,Lukoda,904107.0,"Federal Capital Territory, Kwali, Gumbo, Lukoda",,,
Kwali,Gumbo,Piri,904107.0,"Federal Capital Territory, Kwali, Gumbo, Piri",,,
Kwali,Gumbo,Shepikati,904107.0,"Federal Capital Territory, Kwali, Gumbo, Shepikati",,,
Kwali,Gumbo,Tusun Fulani,904107.0,"Federal Capital Territory, Kwali, Gumbo, Tusun Fulani",,,
Kwali,Gumbo,Tutubwa,904107.0,"Federal Capital Territory, Kwali, Gumbo, Tutubwa",,,
Kwali,Gumbo,Chukuku,904104.0,"Federal Capital Territory, Kwali, Gumbo, Chukuku",,,
Kwali,Kilankwa,Chukuku,904104.0,"Federal Capital Territory, Kwali, Kilankwa, Chukuku",,,
Kwali,Kilankwa,Kilankwa I,904104.0,"Federal Capital Territory, Kwali, Kilankwa, Kilankwa I",,,
Kwali,Kilankwa,Kilankwa II,904104.0,"Federal Capital Territory, Kwali, Kilankwa, Kilankwa II",,,
Kwali,Kilankwa,Petti,904104.0,"Federal Capital Territory, Kwali, Kilankwa, Petti",,,
Kwali,Kilankwa,Sheda Galadima,904104.0,"Federal Capital Territory, Kwali, Kilankwa, Sheda Galadima",,,
Kwali,Kilankwa,Sheda Sarki,904104.0,"Federal Capital Territory, Kwali, Kilankwa, Sheda Sarki",,,
Kwali,Kilankwa,Bonugo,904105.0,"Federal Capital Territory, Kwali, Kilankwa, Bonugo",,,
Kwali,Kwali,Bonugo,904105.0,"Federal Capital Territory, Kwali, Kwali, Bonugo",,,
Kwali,Kwali,Dafara,904105.0,"Federal Capital Territory, Kwali, Kwali, Dafara",,,
Kwali,Kwali,Ebo,904105.0,"Federal Capital Territory, Kwali, Kwali, Ebo",,,
Kwali,Kwali,Farakuti,904105.0,"Federal Capital Territory, Kwali, Kwali, Farakuti",,,
Kwali,Kwali,Farakuti I,904105.0,"Federal Capital Territory, Kwali, Kwali, Farakuti I",,,
Kwali,Kwali,Farakuti II,904105.0,"Federal Capital Territory, Kwali, Kwali, Farakuti II",,,
Kwali,Kwali,Fulani,904105.0,"Federal Capital Territory, Kwali, Kwali, Fulani",,,
Kwali,Kwali,Kigbe,904105.0,"Federal Capital Territory, Kwali, Kwali, Kigbe",,,
Kwali,Kwali,Koda,904105.0,"Federal Capital Territory, Kwali, Kwali, Koda",,,
Kwali,Kwali,Kwaida Tsoho,904105.0,"Federal Capital Territory, Kwali, Kwali, Kwaida Tsoho",,,
Kwali,Kwali,Kwaita Sabo,904105.0,"Federal Capital Territory, Kwali, Kwali, Kwaita Sabo",,,
Kwali,Kwali,Kwali,904105.0,"Federal Capital Territory, Kwali, Kwali, Kwali",,,
Kwali,Kwali,Lambata,904105.0,"Federal Capital Territory, Kwali, Kwali, Lambata",,,
Kwali,Kwali,Leda,904105.0,"Federal Capital Territory, Kwali, Kwali, Leda",,,
Kwali,Kwali,Police Barracks,904105.0,"Federal Capital Territory, Kwali, Kwali, Police Barracks",,,
